ensemble,Δx,compressor,metric,mean_boot,ci_low,ci_high,n
lattice40,0.001,none,r_PhIIb,0.0,0.0,0.0,50
lattice40,0.001,none,r_Rg,0.0,0.0,0.0,50
lattice40,0.001,none,r_NND,0.0,0.0,0.0,50
lattice40,0.001,none,r_Var,0.0,0.0,0.0,50
lattice40,0.001,zstd,r_PhI,0.1330010972816431,0.04581256050552061,0.22091095082109793,50
lattice40,0.001,zstd,r_PhIIa,-0.9724186230507901,-0.974742055208869,-0.9699527974425575,50
lattice40,0.001,zstd,r_PhIIb,-0.9724416984757737,-0.9748096679642527,-0.9699714667094326,50
lattice40,0.001,zstd,r_Rg,0.8488266647788352,0.8425633288733442,0.8548752079412937,50
lattice40,0.001,zstd,r_NND,0.8401162668300981,0.8333912222364865,0.8464189407079779,50
lattice40,0.001,zstd,r_Var,0.6912371996303754,0.6824798392962704,0.7001303581828576,50
lattice40,0.01,bz2,r_PhI,0.7291366903772771,0.7018546238828672,0.7554391256263846,50
lattice40,0.01,bz2,r_PhIIa,-0.9492703532676784,-0.9528057688293661,-0.9456470739598422,50
lattice40,0.01,bz2,r_PhIIb,-0.9507145178238035,-0.9541335256420003,-0.9474220125413898,50
lattice40,0.01,bz2,r_Rg,0.878748005681389,0.8737333030902146,0.8833174972943679,50
lattice40,0.01,bz2,r_NND,0.8712130811059231,0.8660404748659344,0.8759418718480467,50
lattice40,0.01,bz2,r_Var,0.737851062661035,0.7305000010132848,0.7453697110765789,50
lattice40,0.01,gzip,r_PhI,0.5555828020167738,0.5159372585751918,0.5938328819434697,50
lattice40,0.01,gzip,r_PhIIa,-0.9902720940330195,-0.9913218993798867,-0.9891953670984146,50
lattice40,0.01,gzip,r_PhIIb,-0.9878980659551222,-0.9889608331675867,-0.9868523228413941,50
lattice40,0.01,gzip,r_Rg,0.8083332910394522,0.8039441369872898,0.8127359677711039,50
lattice40,0.01,gzip,r_NND,0.7983098622073799,0.793904349674229,0.8026369956763252,50
lattice40,0.01,gzip,r_Var,0.6363683676952665,0.6304643771963264,0.6421425931656759,50
lattice40,0.01,lzma,r_PhI,0.5331623242276329,0.4818285344962102,0.580866678638295,50
lattice40,0.01,lzma,r_PhIIa,-0.8538901560460013,-0.8611108259437283,-0.8469160284714716,50
lattice40,0.01,lzma,r_PhIIb,-0.9359010719071508,-0.940299092079415,-0.931460167903759,50
lattice40,0.01,lzma,r_Rg,0.9399086099833829,0.9346575370574463,0.9454458009322861,50
lattice40,0.01,lzma,r_NND,0.9362037186383649,0.9308964759830266,0.941931947613605,50
lattice40,0.01,lzma,r_Var,0.8488972958150542,0.8401348944817087,0.8572799061385042,50
lattice40,0.01,none,r_PhI,0.0,0.0,0.0,50
lattice40,0.01,none,r_PhIIa,0.0,0.0,0.0,50
lattice40,0.01,none,r_PhIIb,0.0,0.0,0.0,50
lattice40,0.01,none,r_Rg,0.0,0.0,0.0,50
lattice40,0.01,none,r_NND,0.0,0.0,0.0,50
lattice40,0.01,none,r_Var,0.0,0.0,0.0,50
lattice40,0.01,zstd,r_PhI,0.1330010972816431,0.04423463352261195,0.21896674899162305,50
lattice40,0.01,zstd,r_PhIIa,-0.9870593966438054,-0.9884018838785915,-0.98564605406275,50
lattice40,0.01,zstd,r_PhIIb,-0.9875290396013852,-0.9887523648694824,-0.986305813974054,50
lattice40,0.01,zstd,r_Rg,0.8130501040376227,0.8085137908461976,0.8175381093770169,50
lattice40,0.01,zstd,r_NND,0.8032668331687906,0.7983357977323408,0.8079547231937388,50
lattice40,0.01,zstd,r_Var,0.6404576023148505,0.6347031478295112,0.6464664225090374,50
lattice40,0.1,bz2,r_PhI,0.7291366903772771,0.7007091820810321,0.7567506842466473,50
lattice40,0.1,bz2,r_PhIIa,-0.9547052377353644,-0.9579781969296354,-0.9513352145683912,50
lattice40,0.1,bz2,r_PhIIb,-0.9562678032915423,-0.9596655577924386,-0.9525532393753505,50
lattice40,0.1,bz2,r_Rg,0.8988590301909896,0.8941145326584027,0.9039345281084408,50
lattice40,0.1,bz2,r_NND,0.8915238481821639,0.8860999624933863,0.8968989946900918,50
lattice40,0.1,bz2,r_Var,0.7597590487918826,0.7516919913339467,0.7674111138168884,50
lattice40,0.1,gzip,r_PhI,0.5555828020167738,0.5184410716805112,0.5952888951317729,50
lattice40,0.1,gzip,r_PhIIa,-0.9568907983862676,-0.9596891085471131,-0.9539750270600866,50
lattice40,0.1,gzip,r_PhIIb,-0.9593083924216884,-0.9620458674062893,-0.9564977186850703,50
lattice40,0.1,gzip,r_Rg,0.9017852698233959,0.8972990978295434,0.906477861746668,50
lattice40,0.1,gzip,r_NND,0.8945002488587579,0.8895677059761028,0.8991520653862461,50
lattice40,0.1,gzip,r_Var,0.762574279591614,0.7562033850818942,0.7696989604113706,50
lattice40,0.1,lzma,r_PhI,0.5331623242276329,0.4775392923500347,0.5823241674231975,50
lattice40,0.1,lzma,r_PhIIa,-0.9852899786835269,-0.9869229005947822,-0.9835699783381401,50
lattice40,0.1,lzma,r_PhIIb,-0.988316144958924,-0.9893647426370983,-0.9871712396514796,50
lattice40,0.1,lzma,r_Rg,0.7306124313335498,0.7212546690392682,0.7405333263335103,50
lattice40,0.1,lzma,r_NND,0.719076376195969,0.7087405585693101,0.7290380199942932,50
lattice40,0.1,lzma,r_Var,0.5434771756798573,0.5320150513934676,0.5557181462510276,50
lattice40,0.1,none,r_PhI,0.0,0.0,0.0,50
lattice40,0.1,none,r_PhIIa,0.0,0.0,0.0,50
lattice40,0.1,none,r_PhIIb,0.0,0.0,0.0,50
lattice40,0.1,none,r_Rg,0.0,0.0,0.0,50
lattice40,0.1,none,r_NND,0.0,0.0,0.0,50
lattice40,0.1,none,r_Var,0.0,0.0,0.0,50
lattice40,0.1,zstd,r_PhI,0.1330010972816431,0.043289734020188944,0.21992866507114872,50
lattice40,0.1,zstd,r_PhIIa,-0.9570184310922736,-0.9601058560747566,-0.9537172071310894,50
lattice40,0.1,zstd,r_PhIIb,-0.9474085473392673,-0.9516183519343964,-0.9429495539861739,50
lattice40,0.1,zstd,r_Rg,0.8906283012951635,0.8853100765569045,0.8958466469100469,50
lattice40,0.1,zstd,r_NND,0.8830744739416728,0.8773361798318754,0.8885747428900942,50
lattice40,0.1,zstd,r_Var,0.7479717013631046,0.7394365596376741,0.7567636465272402,50
uniform40,0.001,bz2,r_PhI,0.3235941780148632,0.2624793158024099,0.382464136944287,50
uniform40,0.001,bz2,r_PhIIa,-0.9579468579886478,-0.9615862296304513,-0.9539292534472238,50
uniform40,0.001,bz2,r_PhIIb,-0.9574031590161401,-0.9608697797718565,-0.953503983082658,50
uniform40,0.001,bz2,r_Rg,0.8987944731050795,0.8922688402933389,0.9051712303698727,50
uniform40,0.001,bz2,r_NND,0.8693811925418268,0.8614047179873406,0.8771173517313015,50
uniform40,0.001,bz2,r_Var,0.7512628815724659,0.7409603380448122,0.7608586007864654,50
uniform40,0.001,gzip,r_PhI,0.4281328138323065,0.3677925884639539,0.4844310175614743,50
uniform40,0.001,gzip,r_PhIIa,-0.9458916979610124,-0.9507020586709108,-0.9405634934299435,50
uniform40,0.001,gzip,r_PhIIb,-0.947809211297987,-0.9525981292264328,-0.9431033053389207,50
uniform40,0.001,gzip,r_Rg,0.8341283980163403,0.8221522369418031,0.8456495544828664,50
uniform40,0.001,gzip,r_NND,0.8012132929690263,0.788173249889861,0.8137329484972412,50
uniform40,0.001,gzip,r_Var,0.6679196786096054,0.650973730009013,0.6841309024361028,50
uniform40,0.001,lzma,r_PhI,0.4293615701947547,0.36206252557738117,0.4883447901247162,50
uniform40,0.001,lzma,r_PhIIa,-0.9707640083950857,-0.9749328460193277,-0.9656577306960675,50
uniform40,0.001,lzma,r_PhIIb,-0.9620016048209244,-0.9659548171464288,-0.9578731721416387,50
uniform40,0.001,lzma,r_Rg,0.7737410225672273,0.759382669287457,0.7878073066798268,50
uniform40,0.001,lzma,r_NND,0.7302414877239012,0.7146959462192201,0.7453024816409004,50
uniform40,0.001,lzma,r_Var,0.5777019213522069,0.5595552451103836,0.5960687030697402,50
uniform40,0.001,none,r_PhI,0.0,0.0,0.0,50
uniform40,0.001,none,r_PhIIa,0.0,0.0,0.0,50
uniform40,0.001,none,r_PhIIb,0.0,0.0,0.0,50
uniform40,0.001,none,r_Rg,0.0,0.0,0.0,50
uniform40,0.001,none,r_NND,0.0,0.0,0.0,50
uniform40,0.001,none,r_Var,0.0,0.0,0.0,50
uniform40,0.001,zstd,r_PhI,0.20385050236602276,0.1254668442395278,0.2839406557311435,50
uniform40,0.001,zstd,r_PhIIa,-0.9880152493056842,-0.989390450342822,-0.9863915562885496,50
uniform40,0.001,zstd,r_PhIIb,-0.9888007796091128,-0.9899538737627794,-0.9875879175149695,50
uniform40,0.001,zstd,r_Rg,0.8486845879484645,0.8422052634997376,0.8556294582285344,50
uniform40,0.001,zstd,r_NND,0.8108670440803284,0.8043404223546288,0.8177654326021712,50
uniform40,0.001,zstd,r_Var,0.6696253711522282,0.6607363556992347,0.6792045858039811,50
uniform40,0.01,bz2,r_PhI,0.3235941780148632,0.2629918223684033,0.38521134254781597,50
uniform40,0.01,bz2,r_PhIIa,-0.9534961910940696,-0.956963351713429,-0.9500629871735591,50
uniform40,0.01,bz2,r_PhIIb,-0.9528962061388019,-0.9558976155602179,-0.9497192223820832,50
uniform40,0.01,bz2,r_Rg,0.9064866982182561,0.9005461293740354,0.9122367053497632,50
uniform40,0.01,bz2,r_NND,0.8782766906882926,0.8706966138593056,0.885517088842484,50
uniform40,0.01,bz2,r_Var,0.7627390659487199,0.7537851048891947,0.7718070980234186,50
uniform40,0.01,gzip,r_PhI,0.4281328138323065,0.36372860755275027,0.48876471693268747,50
uniform40,0.01,gzip,r_PhIIa,-0.9807287302458566,-0.9825504865577122,-0.9789684306652408,50
uniform40,0.01,gzip,r_PhIIb,-0.9786653560964413,-0.980913844646586,-0.9762657417062622,50
uniform40,0.01,gzip,r_Rg,0.8852992886083156,0.8804989972213982,0.8903642322902118,50
uniform40,0.01,gzip,r_NND,0.8514213895569285,0.8463426255562468,0.8567439029378744,50
uniform40,0.01,gzip,r_Var,0.7242437440582907,0.7171702924715466,0.7314485530266996,50
uniform40,0.01,lzma,r_PhI,0.4293615701947547,0.3615422877835579,0.49060520524007,50
uniform40,0.01,lzma,r_PhIIa,-0.9549991691622369,-0.9585075574995768,-0.9511288887045385,50
uniform40,0.01,lzma,r_PhIIb,-0.9504885518556283,-0.9536664922463909,-0.947239012790748,50
uniform40,0.01,lzma,r_Rg,0.9286976570445052,0.9239075474534255,0.9334642007598896,50
uniform40,0.01,lzma,r_NND,0.902591352689517,0.8967027961824151,0.9077666917163788,50
uniform40,0.01,lzma,r_Var,0.7928961439549278,0.7851631266787705,0.8006361817606485,50
uniform40,0.01,none,r_PhI,0.0,0.0,0.0,50
uniform40,0.01,none,r_PhIIa,0.0,0.0,0.0,50
uniform40,0.01,none,r_PhIIb,0.0,0.0,0.0,50
uniform40,0.01,none,r_Rg,0.0,0.0,0.0,50
uniform40,0.01,none,r_NND,0.0,0.0,0.0,50
uniform40,0.01,none,r_Var,0.0,0.0,0.0,50
uniform40,0.01,zstd,r_PhI,0.20385050236602276,0.12492523739374338,0.282870680232099,50
uniform40,0.01,zstd,r_PhIIa,-0.9908716207140145,-0.9917108465766185,-0.9899210376376139,50
uniform40,0.01,zstd,r_PhIIb,-0.9906262533693065,-0.9915893365310489,-0.9895586269093491,50
uniform40,0.01,zstd,r_Rg,0.8504351722661987,0.8450230359080406,0.856383522940199,50
uniform40,0.01,zstd,r_NND,0.8116808938943627,0.8063315466470076,0.8178036334838391,50
uniform40,0.01,zstd,r_Var,0.6731244546085203,0.6657962125524047,0.6810173636437296,50
uniform40,0.1,bz2,r_PhI,0.3235941780148632,0.2619226945837854,0.38209192146293397,50
uniform40,0.1,bz2,r_PhIIa,-0.9896657679535581,-0.9906301375203169,-0.9886136833713571,50
uniform40,0.1,bz2,r_PhIIb,-0.9894519542555312,-0.9904699723392634,-0.988440564306754,50
uniform40,0.1,bz2,r_Rg,0.8537091812787372,0.8470035695740173,0.8598931807540666,50
uniform40,0.1,bz2,r_NND,0.8160177013754756,0.8089579397408805,0.8225133100508137,50
uniform40,0.1,bz2,r_Var,0.6753514355903856,0.6661057963241709,0.6840547417687087,50
uniform40,0.1,gzip,r_PhI,0.4281328138323065,0.36275234442803866,0.48974112180542484,50
uniform40,0.1,gzip,r_PhIIa,-0.9893519542498556,-0.9904695704012706,-0.9881810164148644,50
uniform40,0.1,gzip,r_PhIIb,-0.988190415040525,-0.9891857271824942,-0.9872235301587209,50
uniform40,0.1,gzip,r_Rg,0.8717759053815489,0.8663699796405905,0.8770903055792726,50
uniform40,0.1,gzip,r_NND,0.835699112562796,0.8298358790369533,0.8416243121226089,50
uniform40,0.1,gzip,r_Var,0.7007742301551034,0.6932281151953417,0.7085433800973775,50
uniform40,0.1,lzma,r_PhI,0.4293615701947547,0.3632835331827282,0.48793394842739,50
uniform40,0.1,lzma,r_PhIIa,-0.9775480961076556,-0.9795834327565127,-0.9752010219272566,50
uniform40,0.1,lzma,r_PhIIb,-0.9728008450106074,-0.9753518960053171,-0.9702410995057661,50
uniform40,0.1,lzma,r_Rg,0.792859029267343,0.7815375660356529,0.8041209302268068,50
uniform40,0.1,lzma,r_NND,0.7507897601237103,0.7391601433561326,0.7622263874153791,50
uniform40,0.1,lzma,r_Var,0.5999216368013911,0.5852581652687051,0.6145604063672819,50
uniform40,0.1,none,r_PhI,0.0,0.0,0.0,50
uniform40,0.1,none,r_PhIIa,0.0,0.0,0.0,50
uniform40,0.1,none,r_PhIIb,0.0,0.0,0.0,50
uniform40,0.1,none,r_Rg,0.0,0.0,0.0,50
uniform40,0.1,none,r_NND,0.0,0.0,0.0,50
uniform40,0.1,none,r_Var,0.0,0.0,0.0,50
uniform40,0.1,zstd,r_PhI,0.20385050236602276,0.11883038305511504,0.2787020110444861,50
uniform40,0.1,zstd,r_PhIIa,-0.9953120105979558,-0.9963221928206272,-0.9940462155607237,50
uniform40,0.1,zstd,r_PhIIb,-0.9943084469360228,-0.9953816015026549,-0.9930846154950943,50
uniform40,0.1,zstd,r_Rg,0.8324081466626678,0.8260518803629615,0.8389415450029353,50
uniform40,0.1,zstd,r_NND,0.7920531173532588,0.7857042429464318,0.7990058026052477,50
uniform40,0.1,zstd,r_Var,0.6438922820396894,0.6359998995946318,0.6524957991480161,50
uniform400,0.001,bz2,r_PhI,0.13889770127881354,0.06918390030127752,0.20952458328471207,50
uniform400,0.001,bz2,r_PhIIa,-0.998855312662879,-0.9989598885000522,-0.9987417031271858,50
uniform400,0.001,bz2,r_PhIIb,-0.9989393263844962,-0.9990086452242843,-0.9988641070236992,50
uniform400,0.001,bz2,r_Rg,0.9964774190738553,0.9961945041378181,0.9967587221418792,50
uniform400,0.001,bz2,r_NND,0.9799991073455473,0.9791050005764474,0.9809129790836554,50
uniform400,0.001,bz2,r_Var,0.988365762685268,0.9877245474233829,0.9890138506519001,50
uniform400,0.001,gzip,r_PhI,0.16396706964023303,0.09658614289543349,0.2295916988720586,50
uniform400,0.001,gzip,r_PhIIa,-0.9995863753779153,-0.9996203581516621,-0.9995488114193949,50
uniform400,0.001,gzip,r_PhIIb,-0.9996037244468079,-0.9996443609364297,-0.9995653232418799,50
uniform400,0.001,gzip,r_Rg,0.9975109393003295,0.9973334854191853,0.9976982482145748,50
uniform400,0.001,gzip,r_NND,0.9814684938858284,0.9806940697277794,0.9822241691508281,50
uniform400,0.001,gzip,r_Var,0.9896901575464984,0.9892088459086095,0.9901790418014156,50
uniform400,0.001,lzma,r_PhI,0.4357237897343327,0.35825962449052406,0.5136418043659579,50
uniform400,0.001,lzma,r_PhIIa,-0.998264757247097,-0.9992029790408253,-0.9967103449772929,50
uniform400,0.001,lzma,r_PhIIb,-0.9985297273855906,-0.9989337898855702,-0.9979844155002394,50
uniform400,0.001,lzma,r_Rg,0.9951691135794668,0.9932395941732735,0.9963467694921319,50
uniform400,0.001,lzma,r_NND,0.9775375973559025,0.9749859673927058,0.9793257609987565,50
uniform400,0.001,lzma,r_Var,0.9863659627444851,0.9841332951643383,0.9879224741335596,50
uniform400,0.001,none,r_PhI,0.0,0.0,0.0,50
uniform400,0.001,none,r_PhIIa,0.0,0.0,0.0,50
uniform400,0.001,none,r_PhIIb,0.0,0.0,0.0,50
uniform400,0.001,none,r_Rg,0.0,0.0,0.0,50
uniform400,0.001,none,r_NND,0.0,0.0,0.0,50
uniform400,0.001,none,r_Var,0.0,0.0,0.0,50
uniform400,0.001,zstd,r_PhI,0.12752127095188903,0.00985215964098222,0.24043048168517658,50
uniform400,0.001,zstd,r_PhIIa,-0.9995915336037097,-0.9996226687735545,-0.9995576873007819,50
uniform400,0.001,zstd,r_PhIIb,-0.9995920407999159,-0.9996262417096848,-0.9995553853748012,50
uniform400,0.001,zstd,r_Rg,0.996529372612207,0.9963220301667544,0.9967374984275571,50
uniform400,0.001,zstd,r_NND,0.9789268931509733,0.9782077975699133,0.9796960900121681,50
uniform400,0.001,zstd,r_Var,0.9877500199932956,0.987232092165459,0.9882740792948683,50
uniform400,0.01,bz2,r_PhI,0.13889770127881354,0.06323137273130622,0.20971486511248316,50
uniform400,0.01,bz2,r_PhIIa,-0.997896417433748,-0.9981226604028718,-0.997671838608872,50
uniform400,0.01,bz2,r_PhIIb,-0.997919181843273,-0.9981134956396027,-0.9977095218702906,50
uniform400,0.01,bz2,r_Rg,0.9963196521842971,0.9960041128768569,0.9966085676359379,50
