seed,ensemble,Δx,compressor,n_eff,r_PhI,r_PhIIa,r_PhIIb,r_Rg,r_NND,r_Var
1,uniform40,0.001,gzip,21,0.5258203187582621,-0.9529893040510695,-0.9541018713760693,0.8333788921466158,0.8072996165431408,0.6628703216376105
1,uniform40,0.1,bz2,21,0.5862363715739091,-0.9928524685714671,-0.9811644624238548,0.8423824166182139,0.8109297470404728,0.663775242956084
1,uniform40,0.01,bz2,21,0.5862363715739091,-0.9675210497421952,-0.9441037033043872,0.9025331007155517,0.8788691383965572,0.7519426022006099
1,uniform40,0.001,bz2,21,0.5862363715739091,-0.9349756789719466,-0.9489199895095562,0.9222008845913728,0.9027521357461669,0.7922201602859846
1,uniform40,0.1,lzma,21,0.649401816226422,-0.9764325715165754,-0.9603759697950127,0.7934255026009873,0.7608079483487814,0.6051207649215293
1,uniform40,0.01,lzma,21,0.649401816226422,-0.9587998255658154,-0.9532080501852465,0.9204842193585286,0.8991186940664173,0.777489866163966
1,uniform40,0.001,lzma,21,0.649401816226422,-0.9675867876556612,-0.978943089611527,0.8538530498302296,0.8258262253298373,0.6892261143094073
1,uniform40,0.1,zstd,21,0.6909975553403936,-0.9975990077521373,-0.9966000419186889,0.8024099859385186,0.7673082894922397,0.6102056448552687
1,uniform40,0.01,zstd,21,0.6909975553403936,-0.9923709100580225,-0.9946171251189113,0.8184267550816429,0.7851902192940363,0.6329608551697027
1,uniform40,0.001,zstd,21,0.6909975553403936,-0.9897920655285508,-0.9903182122890981,0.8445335220277314,0.8139626866490134,0.666929097672515
1,uniform40,0.1,none,21,0.0,0.0,0.0,0.0,0.0,0.0
1,uniform40,0.01,none,21,0.0,0.0,0.0,0.0,0.0,0.0
1,uniform40,0.001,none,21,0.0,0.0,0.0,0.0,0.0,0.0
1,lattice40,0.1,gzip,21,0.6241955449639783,-0.9611341916240547,-0.9644964856481849,0.8962434298246864,0.8872847162819881,0.7529854349524837
1,lattice40,0.01,gzip,21,0.6241955449639783,-0.9898712638786907,-0.9837962623947033,0.8097964035090569,0.7978890443838302,0.6361094941341667
1,lattice40,0.001,gzip,21,0.6241955449639783,-0.8488292533758666,-0.8442409182198229,0.9287179833700904,0.9239637846587989,0.8434080297488544
1,lattice40,0.1,bz2,21,0.7444492624770401,-0.9613716786783452,-0.9633118227364591,0.8790410172109101,0.8695813574927617,0.7319148385284421
1,lattice40,0.01,bz2,21,0.7444492624770401,-0.9425499416386982,-0.9367821786884855,0.8822683924033362,0.8735599723110322,0.7421879188565766
1,lattice40,0.001,bz2,21,0.7444492624770401,-0.9277580151004078,-0.9069341547146582,0.8935316703949435,0.8855819146828375,0.768725171895348
1,lattice40,0.1,lzma,21,0.6708145159670624,-0.9913076644285644,-0.9924948457970634,0.7226964967547477,0.7087133523908888,0.5338556640818093
1,lattice40,0.01,lzma,21,0.6708145159670624,-0.8604407266142304,-0.9385551142076237,0.9166614045859568,0.911345999629309,0.8114038007695092
1,lattice40,0.001,lzma,21,0.6708145159670624,-0.9844769786028356,-0.9730777234634848,0.7480254776493606,0.7348891181833695,0.5670489834592233
1,lattice40,0.1,zstd,21,-0.35644161659518414,-0.9564014455607385,-0.9441029813132182,0.8971955336731282,0.8883230147683001,0.7586820470497789
1,lattice40,0.01,zstd,21,-0.35644161659518414,-0.9887633584076562,-0.9883488106857522,0.8011095793492397,0.7891199670794966,0.62509812658739
1,lattice40,0.001,zstd,21,-0.35644161659518414,-0.9787027772156669,-0.9788781199654151,0.8214743589607006,0.8102272306944969,0.6554864976050279
1,lattice40,0.1,none,21,0.0,0.0,0.0,0.0,0.0,0.0
1,lattice40,0.01,none,21,0.0,0.0,0.0,0.0,0.0,0.0
1,lattice40,0.001,none,21,0.0,0.0,0.0,0.0,0.0,0.0
1,blobs40,0.1,gzip,21,0.5982097746092815,-0.9984745328514947,-0.9961434641907582,0.9899883037143695,0.9682564459502014,0.9688771712967759
1,blobs40,0.01,gzip,21,0.5982097746092815,-0.9934896541053405,-0.9832105222482476,0.9914790583601107,0.97574838795006,0.9763526713381259
1,blobs40,0.001,gzip,21,0.5982097746092815,-0.9971389312757412,-0.9921124805001245,0.992587298221299,0.9747925052066774,0.9750071399207139
1,blobs40,0.1,bz2,21,0.1377933366889368,-0.9943487775936753,-0.9905230059025731,0.9868320361035585,0.9663444580255913,0.9665580370014695
1,blobs40,0.01,bz2,21,0.1377933366889368,-0.9717109425632752,-0.9540547297177955,0.9744861813039,0.9642644218869556,0.9637671579650611
1,blobs40,0.001,bz2,21,0.1377933366889368,-0.9883497531668844,-0.9863030936808174,0.9823539419486079,0.962851688925184,0.963692712920849
1,blobs40,0.1,lzma,21,0.3613731344618787,-0.9881520002232613,-0.9840988220403716,0.9814468319099814,0.9614669775791299,0.9621327118147911
1,blobs40,0.01,lzma,21,0.3613731344618787,-0.990048394014581,-0.9842123432640197,0.9929978343737609,0.9816267102897805,0.9825503164847277
1,blobs40,0.001,lzma,21,0.3613731344618787,-0.9790442276213359,-0.9863922179077531,0.9734409646390152,0.9551952432693086,0.9550995766157655
1,blobs40,0.1,zstd,21,0.5849507476240132,-0.998755123037219,-0.9977824591302421,0.9911627337636063,0.9701819492149052,0.970891240816465
1,blobs40,0.01,zstd,21,0.5849507476240132,-0.9959018361178539,-0.9955702058852313,0.991730615590041,0.9736023248774233,0.9747279621393529
1,blobs40,0.001,zstd,21,0.5849507476240132,-0.9923861121885919,-0.9912981669780868,0.9884231120898913,0.9706408925127593,0.9716162637208817
1,blobs40,0.1,none,21,0.0,0.0,0.0,0.0,0.0,0.0
1,blobs40,0.01,none,21,0.0,0.0,0.0,0.0,0.0,0.0
1,blobs40,0.001,none,21,0.0,0.0,0.0,0.0,0.0,0.0
1,uniform400,0.1,gzip,21,0.0806747942954088,-0.9996190671059497,-0.9997213362205752,0.9972680626137106,0.9817269998096412,0.9883763918967644
1,uniform400,0.01,gzip,21,0.0806747942954088,-0.9997264791924455,-0.9997489109389461,0.9976990994836055,0.9827161904466845,0.9891069976543737
1,uniform400,0.001,gzip,21,0.0806747942954088,-0.9996715497984386,-0.999510729643295,0.9969818231965966,0.9810092846922996,0.9877526012556586
1,uniform400,0.1,bz2,21,0.06161261882942369,-0.9990530151974262,-0.9993588398003436,0.9941200333705831,0.9748245099072024,0.982748826451659
1,uniform400,0.01,bz2,21,0.06161261882942369,-0.998932021090196,-0.9991702724401936,0.9962208670945385,0.980208653034591,0.9869816031224864
1,uniform400,0.001,bz2,21,0.06161261882942369,-0.9988192004633223,-0.9993213450279277,0.9945133672376921,0.9760554888552345,0.9837559712833008
1,uniform400,0.1,lzma,21,0.5622152017385211,-0.9992199606678511,-0.9988870370691698,0.9957238241461537,0.9784645876833025,0.9857418964672882
1,uniform400,0.01,lzma,21,0.5622152017385211,-0.9993565152011649,-0.9994621232262044,0.9972333693300816,0.982060576827131,0.98856021861228
1,uniform400,0.001,lzma,21,0.5622152017385211,-0.9987967606102345,-0.9991855639568336,0.9946920611392241,0.9766658717122357,0.9841140296334272
1,uniform400,0.1,zstd,21,-0.3333691862612702,-0.9992412214611133,-0.999538811649284,0.9975337655090348,0.982983216233971,0.9892565717663291
1,uniform400,0.01,zstd,21,-0.3333691862612702,-0.9989423361793166,-0.998875782897002,0.9981056675258958,0.9848516969268349,0.990662669743001
1,uniform400,0.001,zstd,21,-0.3333691862612702,-0.9996333017918962,-0.9993702681326471,0.9964666783995009,0.9798439614866327,0.9867767852055616
1,uniform400,0.1,none,21,0.0,0.0,0.0,0.0,0.0,0.0
1,uniform400,0.01,none,21,0.0,0.0,0.0,0.0,0.0,0.0
1,uniform400,0.001,none,21,0.0,0.0,0.0,0.0,0.0,0.0
2,uniform40,0.1,gzip,21,0.7407131647399923,-0.9955798979444388,-0.9935525040469254,0.8552892207094844,0.8068349190464987,0.6687760244646921
2,uniform40,0.01,gzip,21,0.7407131647399923,-0.9888092087830856,-0.9924751271145783,0.8897412607916969,0.8461991402811639,0.723020893600811
2,uniform40,0.001,gzip,21,0.7407131647399923,-0.9476912031889358,-0.9511776699052982,0.8793661342523418,0.8437944747790406,0.7275981878997214
2,uniform40,0.1,bz2,21,0.5625750148782044,-0.9930386737876398,-0.9920708125195771,0.8490530126843846,0.8008090377760584,0.6602178225021333
2,uniform40,0.01,bz2,21,0.5625750148782044,-0.9749062065728549,-0.9693415117435619,0.8874901401352314,0.8474618051562722,0.7240433583405075
2,uniform40,0.001,bz2,21,0.5625750148782044,-0.9710744809867847,-0.9657491828876006,0.9114775939497443,0.8738125792472018,0.7637765291100534
2,uniform40,0.1,lzma,21,0.46023750529422863,-0.9770750856639935,-0.9761120632329836,0.8432802461951298,0.7966201956114972,0.6613300475511223
2,uniform40,0.01,lzma,21,0.46023750529422863,-0.9712196990401534,-0.9599898740379301,0.9326297819755761,0.8970880294867853,0.7959839483883515
2,uniform40,0.001,lzma,21,0.46023750529422863,-0.9739931104069501,-0.9735192505255178,0.8102816885002652,0.7602826792553873,0.6144936150588922
2,uniform40,0.1,zstd,21,0.469588610467967,-0.9955852988914693,-0.9919543316203522,0.8287606319449671,0.7769259500741035,0.6305022204562689
2,uniform40,0.01,zstd,21,0.469588610467967,-0.9940792969956342,-0.9968239892246015,0.8364157514948098,0.7852590459495444,0.6437918033691672
2,uniform40,0.001,zstd,21,0.469588610467967,-0.9872298775300299,-0.987501241998046,0.873965479155866,0.829846476531722,0.6985469087990316
2,uniform40,0.1,none,21,0.0,0.0,0.0,0.0,0.0,0.0
2,uniform40,0.01,none,21,0.0,0.0,0.0,0.0,0.0,0.0
2,uniform40,0.001,none,21,0.0,0.0,0.0,0.0,0.0,0.0
2,lattice40,0.1,gzip,21,0.7202788458974422,-0.9269234598872791,-0.9369494259187732,0.9378006798572511,0.9349968666139412,0.8189508222768734
2,lattice40,0.01,gzip,21,0.7202788458974422,-0.9892603169371629,-0.9839167562279698,0.820280727443943,0.8155176271824737,0.653565248333083
2,lattice40,0.001,gzip,21,0.7202788458974422,-0.8640798570168935,-0.849741830829686,0.8655579779697725,0.862887568427478,0.754810988725921
2,lattice40,0.1,bz2,21,0.7379983909869713,-0.9282413496491752,-0.9269098983969962,0.9345279363424513,0.9316393029715764,0.8202634765919763
2,lattice40,0.01,bz2,21,0.7379983909869713,-0.9167139386400416,-0.9435075830412756,0.8753165262863878,0.8721260841982105,0.7352517612346805
2,lattice40,0.001,bz2,21,0.7379983909869713,-0.9438631539223324,-0.8941492535444411,0.8543827882679748,0.8506154109045954,0.7072201428178768
2,lattice40,0.1,lzma,21,0.6468089399416053,-0.9722700892914127,-0.9882133811416964,0.8221223383957469,0.8175960138005146,0.6597868363192549
2,lattice40,0.01,lzma,21,0.6468089399416053,-0.8518379853292123,-0.8849883610043977,0.9327733694879105,0.9309491298648136,0.8423609451342083
2,lattice40,0.001,lzma,21,0.6468089399416053,-0.9505208250020399,-0.9717230873910756,0.8363634890054459,0.8323132373109319,0.6929069652750451
2,lattice40,0.1,zstd,21,0.4267375287610701,-0.9119264970027239,-0.9106560943593648,0.9463295793796279,0.9437669996036442,0.8403904207754512
2,lattice40,0.01,zstd,21,0.4267375287610701,-0.9828931150573972,-0.9835745274516026,0.8382288853204352,0.8338375989730662,0.6734609551028827
2,lattice40,0.001,zstd,21,0.4267375287610701,-0.9814389991353525,-0.9857389425638221,0.8398427371905265,0.8354354194611324,0.6759923203930425
2,lattice40,0.1,none,21,0.0,0.0,0.0,0.0,0.0,0.0
2,lattice40,0.01,none,21,0.0,0.0,0.0,0.0,0.0,0.0
2,lattice40,0.001,none,21,0.0,0.0,0.0,0.0,0.0,0.0
2,blobs40,0.1,gzip,21,0.2420306960397153,-0.9978827477561408,-0.9959110908275026,0.9906988030266047,0.9797301447338667,0.972858565536256
2,blobs40,0.01,gzip,21,0.2420306960397153,-0.9945690967594618,-0.9939073188641372,0.988700569089464,0.9786902736878687,0.9720588944900229
2,blobs40,0.001,gzip,21,0.2420306960397153,-0.9955647149362193,-0.9945356928294368,0.9883280233406129,0.9773195678279801,0.970478587912861
2,blobs40,0.1,bz2,21,0.3632238485467974,-0.9904648621757772,-0.9966964514279107,0.9818682793359093,0.969895880533667,0.9628935294954053
2,blobs40,0.01,bz2,21,0.3632238485467974,-0.9799296808582301,-0.9762384166167184,0.9724305749465865,0.9613419324650058,0.9545275180147008
2,blobs40,0.001,bz2,21,0.3632238485467974,-0.9843174581836184,-0.9837428545317516,0.981227713452796,0.9732413691600449,0.9671496619887774
2,blobs40,0.1,lzma,21,0.3258839888385407,-0.986646899360917,-0.974347406406461,0.9872916145611269,0.9815665441427992,0.9766675843111784
2,blobs40,0.01,lzma,21,0.3258839888385407,-0.9925160839503091,-0.9863545113196903,0.9852521601525082,0.974471489515185,0.9672791054235043
2,blobs40,0.001,lzma,21,0.3258839888385407,-0.983032959889857,-0.9746627929768612,0.9817391294465444,0.9744464836919773,0.969582240197377
2,blobs40,0.1,zstd,21,0.3997427041629223,-0.9988424252157139,-0.9987280112057175,0.9915773194439949,0.980666757896072,0.9735897706097694
2,blobs40,0.01,zstd,21,0.3997427041629223,-0.9969807547845796,-0.9959548821319945,0.9938411203004099,0.9854151832618253,0.9797556124956569
2,blobs40,0.001,zstd,21,0.3997427041629223,-0.9965243390441608,-0.9955416961760462,0.9896413176274123,0.9787748855187962,0.9721479137634046
2,blobs40,0.1,none,21,0.0,0.0,0.0,0.0,0.0,0.0
2,blobs40,0.01,none,21,0.0,0.0,0.0,0.0,0.0,0.0
2,blobs40,0.001,none,21,0.0,0.0,0.0,0.0,0.0,0.0
2,uniform400,0.1,gzip,21,-0.16837956432330542,-0.9994643432610354,-0.999243939361648,0.9977875884694688,0.9821717482969158,0.9900935955858712
2,uniform400,0.01,gzip,21,-0.16837956432330542,-0.9998166737427253,-0.9996410292871287,0.9974705215983505,0.9808006379122346,0.9891271731191106
2,uniform400,0.001,gzip,21,-0.16837956432330542,-0.9991457510862379,-0.9998182039177841,0.9987159114200914,0.9851266446537286,0.9922236973603379
2,uniform400,0.1,bz2,21,0.19675761054151752,-0.9982100244966513,-0.998013699763054,0.9951650188469491,0.9773373093694057,0.9861578826211613
2,uniform400,0.01,bz2,21,0.19675761054151752,-0.9980118848005709,-0.9985095918651514,0.9976658795568715,0.9841828571456636,0.9912676714237905
2,uniform400,0.001,bz2,21,0.19675761054151752,-0.9987265525704249,-0.9985913474532294,0.9972138841749564,0.9819024074264079,0.9896819495407284
2,uniform400,0.1,lzma,21,0.46578252036289036,-0.9993652668161063,-0.998994210375446,0.9982038275763404,0.9835955929498684,0.9909873074136254
2,uniform400,0.01,lzma,21,0.46578252036289036,-0.9993827490226755,-0.9995808278906021,0.996199500562353,0.9782784419322837,0.987036582365665
2,uniform400,0.001,lzma,21,0.46578252036289036,-0.9989570334735332,-0.9996410285054936,0.9955372736222198,0.9773858304001352,0.986136492889596
2,uniform400,0.1,zstd,21,-0.3620382426232816,-0.9991976154188839,-0.9995189615898963,0.9978447955719595,0.9827662756438598,0.9904612790220421
2,uniform400,0.01,zstd,21,-0.3620382426232816,-0.9996415785925662,-0.9995565232279191,0.9977616073493114,0.981757257648138,0.989878861914247
2,uniform400,0.001,zstd,21,-0.3620382426232816,-0.9994766122305946,-0.9995106208240901,0.9951184426763295,0.9753437574351617,0.9848234209654267
2,uniform400,0.1,none,21,0.0,0.0,0.0,0.0,0.0,0.0
2,uniform400,0.01,none,21,0.0,0.0,0.0,0.0,0.0,0.0
2,uniform400,0.001,none,21,0.0,0.0,0.0,0.0,0.0,0.0
3,uniform40,0.1,gzip,21,0.06063378171249654,-0.9883745234409158,-0.9887471062565444,0.8767624338309754,0.8251873847498132,0.7045117824967833
3,uniform40,0.01,gzip,21,0.06063378171249654,-0.9675401552735661,-0.96093753110296,0.9139822419801616,0.8700809422806797,0.7711448512508975
3,uniform40,0.001,gzip,21,0.06063378171249654,-0.9587289915094717,-0.9773632378836763,0.8244609520677745,0.7712612978297049,0.647145227658646
3,uniform40,0.1,bz2,21,0.11946475494488931,-0.9892229493399073,-0.9905150664412383,0.8482367916062911,0.7927904612398787,0.6660213653968104
3,uniform40,0.01,bz2,21,0.11946475494488931,-0.9452242323583518,-0.9496815314200043,0.8982490075842641,0.8585232870709335,0.7516505532082435
3,uniform40,0.001,bz2,21,0.11946475494488931,-0.9635110026916434,-0.9642333652343227,0.8811829840097299,0.8358167413093646,0.7216328307299257
3,uniform40,0.1,lzma,21,0.17577444523733415,-0.979687885534106,-0.9871389858118162,0.8097004670321326,0.7501576425024424,0.6193858642642092
3,uniform40,0.01,lzma,21,0.17577444523733415,-0.930465459389527,-0.9384796063059688,0.9418501796644746,0.9097443558304242,0.8228909833494553
3,uniform40,0.001,lzma,21,0.17577444523733415,-0.9884805617272973,-0.948106832250014,0.8066800723891534,0.7444271135953434,0.6112910009579265
3,uniform40,0.1,zstd,21,0.0010492787216428321,-0.996556414777924,-0.9967294494031487,0.8108849465363914,0.7491689051973983,0.6106402716480136
3,uniform40,0.01,zstd,21,0.0010492787216428321,-0.9934606905544431,-0.9963350789890693,0.851120610646325,0.7945574270695924,0.6703956991808098
3,uniform40,0.001,zstd,21,0.0010492787216428321,-0.9927195925990658,-0.9944176594823504,0.8352586258188808,0.7774492539257924,0.6454301108030663
3,uniform40,0.1,none,21,0.0,0.0,0.0,0.0,0.0,0.0
3,uniform40,0.01,none,21,0.0,0.0,0.0,0.0,0.0,0.0
3,uniform40,0.001,none,21,0.0,0.0,0.0,0.0,0.0,0.0
3,lattice40,0.1,gzip,21,0.6014462414258489,-0.9528295957124905,-0.9678581262761837,0.9039290947475387,0.8967805752754302,0.7645787963984045
3,lattice40,0.01,gzip,21,0.6014462414258489,-0.9924877089453548,-0.9932907500967755,0.8064438860453689,0.796221870387785,0.6346828002822841
3,lattice40,0.001,gzip,21,0.6014462414258489,-0.8244513105166985,-0.8044409908783294,0.9342539064947306,0.9309837724786949,0.8610828141919622
3,lattice40,0.1,bz2,21,0.5837982202348704,-0.9554556215630678,-0.9539991968032159,0.8946294687005355,0.8872928581561476,0.7509686657018644
3,lattice40,0.01,bz2,21,0.5837982202348704,-0.9345806013596129,-0.9464940967204037,0.9014635173798784,0.8946408952286731,0.7759707521026379
3,lattice40,0.001,bz2,21,0.5837982202348704,-0.8922851021419039,-0.8990207006073949,0.9489992856052545,0.9443651117426841,0.8477604571352989
3,lattice40,0.1,lzma,21,0.8351773292608129,-0.9838152560980571,-0.9813684491786807,0.7892791337046774,0.7789261960220781,0.6198907655483812
3,lattice40,0.01,lzma,21,0.8351773292608129,-0.8368821648424317,-0.9201372366974975,0.9278556936900956,0.9241873920296912,0.8401912440055308
3,lattice40,0.001,lzma,21,0.8351773292608129,-0.978122043072592,-0.9537256854330665,0.7688588625566363,0.7582639399309278,0.5923387982295478
3,lattice40,0.1,zstd,21,0.6186705272647881,-0.9632028746610177,-0.9486408739591321,0.8731404668746817,0.8651692122897185,0.7186873535419536
3,lattice40,0.01,zstd,21,0.6186705272647881,-0.9784365647716371,-0.9823898873930436,0.8381567321089813,0.8291083758679101,0.6716943865286651
3,lattice40,0.001,zstd,21,0.6186705272647881,-0.9754341190928549,-0.9710640354256465,0.824293646624154,0.81484158740839,0.6597307171193472
3,lattice40,0.1,none,21,0.0,0.0,0.0,0.0,0.0,0.0
3,lattice40,0.01,none,21,0.0,0.0,0.0,0.0,0.0,0.0
